App Id,App Status,App Status Date,App Swc Type,App Too Date,Business Name,Business Name2,CB,Cb Dd,CC,Cc Dd,Cd Url,City,CP,Cp Dd,Dpqa,Expiration Date,Hearing,Hearing Dd,Hearing Public,Hearing Public Dd,Intake,Intake Dd,Issuance,Issuance Dd,Lic Status,License Nbr,MOO,Moo Dd,Send Package Dd,State,Street,Submit Date,Swc Type,ZIP,App Chairs,App Sq Ft,App Tables,Building,Calculation1,City Council District,Community District,Dohmh,Latitude,Longitude,Swc Chairs,Swc Sq Ft,Swc Tables
13431-2018-ASWC,Application Review Completed,2019-03-29,Unenclosed,,"JACK JONES, INC.",,Review Period Expired,2018-12-13,Review Period Expired,2019-01-03,http://www.nyc.gov/html/qnscb1/html/home/home.shtml,ASTORIA,,,Approved,2021-09-15,Recommendation Issued,2018-12-13,SWC Public Hearing,2018-09-19,Ready For Review,2018-07-31,Issued,2019-03-29,Active,2079406-DCA,Approved,2019-03-29,2018-08-01,NY,DITMARS BLVD,2018-07-31,Unenclosed,11105,30,537,8,3801,1,22,401,50073729,40.773383317,-73.906511608,30,537,8
4202-2020-RSWC,Application Review Completed,2020-03-13,Unenclosed,,BURGEROLOGY ASTORIA LLC,,Review Period Expired,2020-03-13,Approved,2020-03-13,http://www.nyc.gov/html/qnscb1/html/home/home.shtml,ASTORIA,Proceed,2020-03-13,Approved,2022-04-15,Waived,2020-03-13,,,Ready For Review,2020-03-02,Issued,2020-03-13,Active,2078751-DCA,Approved,2020-03-13,,NY,DITMARS BLVD,2020-03-02,Unenclosed,11105,99,862,50,3129,1,22,401,50080484,40.775625671,-73.909833776,99,862,50
11287-2018-RSWC,Application Review Completed,2019-03-16,Unenclosed,,"HALF PINT ON THOMPSON, LLC",THE HALF PINT,Recommend Approval,2018-10-10,Review Period Expired,2018-10-31,http://www.nyc.gov/manhattancb2,NEW YORK,,,Approved,2020-09-15,Waived,2018-10-10,,,Ready For Review,2018-08-17,Issued,2019-03-16,Inactive,1279573-DCA,,,2018-08-17,NY,THOMPSON ST,2018-08-17,Unenclosed,10012,18,148,9,234,0,1,102,41263879,40.729466856,-73.998665023,18,148,9
12373-2018-RSWC,Application Review Completed,2019-04-11,Unenclosed,,343 BROOME STREET RESTAURANT INC,RANDOLPH BEER,Recommend Approval,2018-11-01,Review Period Expired,2018-12-05,http://www.nyc.gov/manhattancb2,NEW YORK,,,Approved,2020-09-15,Waived,2018-11-14,,,Ready For Review,2018-09-06,Issued,2019-04-11,Inactive,1426393-DCA,Approved,2019-04-11,2018-09-06,NY,BROOME ST,2018-09-06,Unenclosed,10013,18,132,6,343,0,1,102,41640846,40.719525236,-73.994823225,18,132,6
4086-2018-ASWC,Application Review Completed,2018-10-26,Unenclosed,,"THE KING OF TACOS HOUSE, INC",,Review Period Expired,2018-05-12,Review Period Expired,2018-06-06,http://www.cb3qn.nyc.gov/,EAST ELMHURST,Pending Review,2018-03-06,Approved,2020-09-15,Recommendation Issued,2018-05-16,SWC Public Hearing,2018-05-09,Ready For Review,2018-03-06,Issued,2018-10-26,Inactive,2071249-DCA,Pending Review,2018-06-06,2018-03-22,NY,31ST AVE,2018-03-01,Unenclosed,11369,12,182,6,9017,0,22,403,50059605,40.760322055,-73.878175583,12,182,6
658-2019-ASWC,Application Review Completed,2019-06-29,Unenclosed,,Anton Santaniello Holdings LLC,La Napa,Recommend Approval,2019-03-20,Review Period Expired,2019-04-11,http://www.brooklyncb8.org/,BROOKLYN,,,Approved,2021-09-15,Recommendation Issued,2019-03-20,SWC Public Hearing,2019-03-13,Ready For Review,2019-01-22,Issued,2019-06-29,Active,2083469-DCA,Approved,2019-06-29,2019-01-22,NY,NOSTRAND AVE,2019-02-05,Unenclosed,11216,18,170,9,656,1,36,308,,40.675968796,-73.950086661,18,170,9
19625-2018-RSWC,Application Review Completed,2019-05-17,Unenclosed,,STONE PARK CORNER LLC,STONE PARK CAFE,Review Period Expired,2018-12-13,Review Period Expired,2019-01-03,http://www.brooklyncb6.org/,BROOKLYN,,,Approved,2020-09-15,Waived,2018-12-13,,,Ready For Review,2018-10-12,Issued,2019-05-17,Inactive,1166206-DCA,Approved,2019-05-17,2018-10-15,NY,5TH AVE,2018-10-12,Unenclosed,11215,22,238,11,324,0,39,306,41022637,40.673019546,-73.983319697,22,238,11
23613-2019-RSWC,Pending Review,2019-11-29,Enclosed,2020-03-31,TSG 89 CORP.,MIDNIGHT EXPRESS,Pending Review,2019-07-11,Pending Review,,http://www.cb8m.com/,NEW YORK,Pending Review,2019-07-11,Issued Temp Op Letter,2020-03-31,Pending Review,,,,Ready For Review,2019-07-11,Pending Review,,Inactive,2044095-DCA,Pending Review,,2019-07-11,NY,2ND AVE,2019-07-11,Enclosed,10128,40,510,20,1715,0,5,108,41575449,40.779822352,-73.950582927,40,510,20
20216-2019-RSWC,Pending Review,2019-12-20,Enclosed,2020-05-20,"MNY HOLDINGS ASSOCIATES, LLC",BAKER STREET,Pending Review,2019-05-23,Pending Review,,http://www.cb8m.com/,NEW YORK,Pending Review,2019-05-23,Issued Temp Op Letter,2020-05-20,Pending Review,,,,Ready For Review,2019-05-20,Pending Review,,Inactive,2038892-DCA,Pending Review,,2019-05-23,NY,1ST AVE,2019-05-20,Enclosed,10065,28,333,11,1152,0,5,108,40803550,40.762097702,-73.959909400,28,333,11
26478-2019-RSWC,Pending Review,2019-12-26,Unenclosed,2020-03-26,DOWNTOWN DINING LLC,,Review Period Expired,2019-11-07,Review Period Expired,2019-11-28,http://www.nyc.gov/manhattancb3,New York,Pending Review,2019-09-16,Issued Temp Op Letter,2020-03-26,Waived,2019-11-07,,,Ready For Review,2019-09-12,Pending Review,,Inactive,1467229-DCA,Pending Review,,2019-09-16,NY,AVENUE A,2019-09-12,Unenclosed,10009,20,379,10,5,0,2,103,41707677,40.722562981,-73.986269197,20,379,10
26515-2019-RSWC,Pending Review,2019-09-16,Unenclosed,2019-12-15,"BACON & BAGELS, LLC",QUALITY EATS,Recommend Approval,2019-10-31,Review Period Expired,2019-11-28,http://www.cb8m.com/,NEW YORK,Pending Review,2019-09-16,Under Review,2019-12-15,Waived,2019-11-07,,,Ready For Review,2019-09-12,Pending Review,,Inactive,2056096-DCA,Pending Review,,2019-09-16,NY,2ND AVE,2019-09-12,Unenclosed,10075,44,514,17,1496,0,5,108,,40.772438260,-73.955480465,44,514,17
142-2013-RSWC,Application Denied,2020-01-22,Enclosed,2020-03-25,88 2ND AVE. FOOD CORP.,THE KITCHEN SINK,Review Period Expired,2015-03-09,Review Period Expired,2015-06-01,http://www.nyc.gov/manhattancb3,NEW YORK,Proceed,2015-02-10,Denied - Refund Request,2020-03-25,Recommendation Issued,2015-03-10,SWC Public Hearing,,,,Issued,2016-01-14,Active,1258524-DCA,Approved,2015-08-13,2014-07-23,NY,2ND AVE,2015-05-12,Enclosed,10003,26,364,13,88,1,2,103,41228760,40.726806647,-73.988772207,26,364,13
2348-2020-RSWC,Pending Review,2020-06-16,Unenclosed,2020-07-11,YUCA BAR & RESTAURANT INC.,,Review Period Expired,2020-03-26,Review Period Expired,2020-04-16,http://www.nyc.gov/manhattancb3,NEW YORK,Pending Review,2020-02-03,Issued Temp Op Letter,2020-07-11,Waived,2020-03-26,,,Ready For Review,2020-01-31,Pending Review,,Inactive,1168148-DCA,Pending Review,,2020-02-03,NY,AVENUE A,2020-01-31,Unenclosed,10009,16,200,8,111,0,2,103,40983698,40.726259822,-73.983613040,16,200,8
17425-2019-RSWC,Application Review Completed,2019-04-12,Unenclosed,,HEDGIE LLC,,Recommend Approval,2019-04-12,,,http://www.nyc.gov/html/mancb1/html/home/home.shtml,NEW YORK,Proceed,2019-04-12,Approved,2021-04-15,Recommendation Issued,2019-04-12,,,Ready For Review,2019-04-10,Issued,2019-04-12,Active,2017695-DCA,Approved,2019-04-12,,NY,PECK SLIP,2019-04-10,Unenclosed,10038,23,189,11,22,1,1,101,,40.708041254,-74.001933291,23,189,11
7252-2018-ASWC,Application Review Completed,2019-01-28,Unenclosed,,SILVIA L. DURAN,GRITO MEXICAN GRILL,Review Period Expired,2018-06-03,Review Period Expired,2018-07-19,http://www.nyc.gov/html/mancb12/html/home/home.shtml,NEW YORK,,,Approved,2020-12-15,Waived,2018-06-28,,,Ready For Review,2018-04-13,Issued,2019-01-28,Inactive,2072730-DCA,Approved,2019-01-28,2018-04-13,NY,SAINT NICHOLAS AVE,2018-04-11,Unenclosed,10040,18,188,9,1555,0,10,112,50082057,40.853634188,-73.930838363,18,188,9
12864-2018-RSWC,Application Review Completed,2019-06-03,Unenclosed,,NANCE CORP.,CAFFE CAFE,Recommend Approval,2018-11-29,Review Period Expired,2018-12-20,http://www.bkcb10.org/,BROOKLYN,,,Approved,2020-09-15,Waived,2018-11-29,,,Ready For Review,2018-10-04,Issued,2019-06-03,Inactive,2037223-DCA,Approved,2019-06-03,2018-10-05,NY,3RD AVE,2018-09-13,Unenclosed,11209,34,227,15,8401,0,43,310,50044515,40.624906162,-74.030458245,34,227,15
16157-2018-RSWC,Application Review Completed,2019-03-18,Unenclosed,,MEZCALS OF 5TH AVE. REST CORP.,MESCAL,Review Period Expired,2018-11-21,Review Period Expired,2018-12-12,http://www.brooklyncb6.org/,BROOKLYN,,,Approved,2020-09-15,Waived,2018-11-21,,,Ready For Review,2018-09-26,Issued,2019-03-18,Inactive,1163793-DCA,Approved,2019-03-18,2018-09-27,NY,5TH AVE,2018-09-26,Unenclosed,11215,26,318,13,223,0,39,306,40574474,40.675769399,-73.980687256,26,318,13
3428-2019-RSWC,Application Review Completed,2019-05-16,Unenclosed,,LEGENDARY NIGHT SPOTS INC,THE DUPLEX,Review Period Expired,2019-03-13,Review Period Expired,2019-04-03,http://www.nyc.gov/manhattancb2,NEW YORK,,,Approved,2020-12-15,Waived,2019-03-13,,,Ready For Review,2019-01-23,Issued,2019-05-16,Inactive,2039464-DCA,Approved,2019-05-16,2019-01-23,NY,CHRISTOPHER ST,2019-01-23,Unenclosed,10014,36,349,18,61,0,3,102,41029356,40.733869427,-74.002309302,36,349,18
33231-2019-RSWC,Application Review Completed,2020-02-07,Small Unenclosed,,BELCANTATA REST. INC.,PIG & WHISTLE ON 3RD,Recommend Approval,2019-12-04,Review Period Expired,2019-12-27,http://cbsix.org,NEW YORK,,,Approved,2021-12-15,Waived,2019-12-04,,,Ready For Review,2019-11-21,Issued,2020-02-07,Active,1310960-DCA,Approved,2020-02-07,2019-11-21,NY,3RD AVE,2019-11-21,Small Unenclosed,10022,8,56,2,922,1,4,106,40671007,40.759421471,-73.968390125,8,56,2
18212-2019-RSWC,Application Review Completed,2019-09-12,Unenclosed,,"M.E.G.RESTAURANT ENTERPRISES,LTD.",NOVITA,Recommend Approval,2019-05-08,Review Period Expired,2019-07-02,http://cbsix.org,NEW YORK,,,Approved,2021-04-15,Waived,2019-06-11,,,Ready For Review,2019-04-19,Issued,2019-09-12,Active,0931051-DCA,Approved,2019-09-12,2019-04-22,NY,E 22ND ST,2019-04-19,Unenclosed,10010,12,163,4,102,1,2,106,40399817,40.739108377,-73.986374044,12,163,4
31972-2019-RSWC,Application Review Completed,2019-11-12,Unenclosed,,2122 BEEKMAN BAR LLC,ERV'S ON BEEKMAN,Review Period Expired,2019-11-12,Review Period Expired,2019-11-12,http://www.communitybrd9bklyn.org/,BROOKLYN,Proceed,2019-11-12,Approved,2021-12-15,Waived,2019-11-12,,,Ready For Review,2019-11-12,Issued,2019-11-12,Active,2024384-DCA,Approved,2019-11-12,,NY,BEEKMAN PL,2019-11-12,Unenclosed,11225,40,228,20,2122,1,40,309,50013910,40.659899551,-73.960868287,40,228,20
30821-2018-RSWC,Application Review Completed,2018-12-06,Unenclosed,,VIDA ENTERPRISE INC.,PAT'E PALO,Review Period Expired,2018-12-06,Approved,2018-12-06,http://www.nyc.gov/html/mancb12/html/home/home.shtml,NEW YORK,Proceed,2018-12-06,Approved,2020-12-15,Waived,2018-12-06,,,Ready For Review,2018-12-06,Issued,2018-12-06,Inactive,2009046-DCA,Approved,2018-12-06,,NY,DYCKMAN ST,2018-12-06,Unenclosed,10034,46,435,23,251,0,10,112,50048257,40.866612230,-73.928145788,46,435,23
8059-2019-RSWC,Application Review Completed,2019-10-02,Unenclosed,,AMSTERDAM GS CORPORATION,THE ELLINGTON,Review Period Expired,2019-04-10,Review Period Expired,2019-05-01,http://www.nyc.gov/mcb7,NEW YORK,,,Approved,2020-12-15,Waived,2019-04-10,,,Ready For Review,2019-02-12,Issued,2019-10-02,Inactive,2042354-DCA,Approved,2019-10-02,2019-02-14,NY,AMSTERDAM AVE,2019-02-12,Unenclosed,10025,56,453,26,936,0,7,107,50050742,40.800712447,-73.965509886,56,453,26
17091-2019-RSWC,Application Review Completed,2019-06-29,Unenclosed,,CRC HOSPITALITY GROUP LLC,HANDCRAFT KITCHEN & COCKTAILS,Recommend Approval,2019-04-19,Review Period Expired,2019-05-16,http://cbsix.org,NEW YORK,,,Approved,2021-04-15,Waived,2019-04-25,,,Ready For Review,2019-04-05,Issued,2019-06-29,Active,2055681-DCA,,,2019-04-05,NY,E 27TH ST,2019-04-05,Unenclosed,10016,10,106,5,200,1,2,106,50036313,40.740897201,-73.981043679,10,106,5
5000-2020-RSWC,Pending Review,2020-06-09,Unenclosed,2020-07-15,JUICERIE LLC,JUICERIE,Pending Review,2020-04-03,Pending Review,,http://www.nyc.gov/manhattancb2,NEW YORK,Pending Review,2020-04-03,Issued Temp Op Letter,2020-07-15,Pending Review,,SWC Public Hearing,2020-05-20,Ready For Review,2020-04-03,Pending Review,,Inactive,1437537-DCA,Pending Review,,2020-04-03,NY,KENMARE ST,2020-03-24,Unenclosed,10012,40,378,20,19,0,1,102,41678685,40.720686261,-73.994657187,40,378,20
30463-2018-RSWC,Application Review Completed,2019-05-02,Unenclosed,,AMITY HALL UPTOWN INC.,AMITY HALL,Recommend Approval,2019-01-24,Review Period Expired,2019-02-14,http://www.nyc.gov/mcb7,NEW YORK,,,Approved,2020-12-15,Waived,2019-01-24,,,Ready For Review,2018-12-04,Issued,2019-05-02,Inactive,2038092-DCA,Approved,2019-05-02,2018-12-04,NY,AMSTERDAM AVE,2018-12-04,Unenclosed,10025,24,265,12,982,0,7,107,50043186,40.802155857,-73.964468885,24,265,12
2292-2019-ASWC,Application Review Completed,2019-07-11,Unenclosed,,AELE LLC,BATHHOUSE,Recommend Approval,2019-05-01,Review Period Expired,2019-05-22,http://www.nyc.gov/brooklyncb1,BROOKLYN,,,Approved,2021-09-15,Recommendation Issued,2019-05-01,SWC Public Hearing,2019-04-24,Ready For Review,2019-03-06,Issued,2019-07-11,Active,2085253-DCA,Approved,2019-07-11,2019-03-06,NY,N 10TH ST,2019-07-08,Unenclosed,11249,36,508,12,103,1,33,301,50087742,40.720813059,-73.957567663,36,508,12
15953-2018-ASWC,Application Review Completed,2019-04-08,Unenclosed,,"CARRIE'S HOSPITALITY, LLC",ELDER GREENE,Review Period Expired,2018-11-29,Review Period Expired,2019-01-03,http://www.nyc.gov/brooklyncb1,BROOKLYN,,,Approved,2020-12-15,Recommendation Issued,2018-11-29,SWC Public Hearing,2018-11-21,Ready For Review,2018-10-04,Issued,2019-04-08,Inactive,2080300-DCA,Approved,2019-04-08,2018-10-04,NY,FRANKLIN ST,2018-10-04,Unenclosed,11222,22,235,11,160,0,33,301,50076950,40.730718907,-73.957619085,22,235,11
3597-2020-RSWC,Application Review Completed,2020-02-27,Unenclosed,,RARO INC.,RAFELE,Review Period Expired,2020-02-27,Approved,2020-02-27,http://www.nyc.gov/manhattancb2,NEW YORK,Proceed,2020-02-27,Approved,2022-04-15,Waived,2020-02-27,,,Ready For Review,2020-02-27,Issued,2020-02-27,Active,1419407-DCA,Approved,2020-02-27,,NY,7TH AVE S,2020-02-20,Unenclosed,10014,42,351,14,29,1,3,102,41644212,40.730932485,-74.004232332,42,351,14
3751-2020-RSWC,Application Review Completed,2020-02-27,Unenclosed,,F-C LLC,CALYER,Review Period Expired,2020-02-27,Approved,2020-02-27,http://www.nyc.gov/brooklyncb1,BROOKLYN,Proceed,2020-02-27,Approved,2022-04-15,Waived,2020-02-27,,,Ready For Review,2020-02-24,Issued,2020-02-27,Active,1420945-DCA,Approved,2020-02-27,,NY,CALYER ST,2020-02-24,Unenclosed,11222,16,192,8,90,1,33,301,41610168,40.726887189,-73.957513284,16,192,8
5941-2018-ASWC,Application Review Completed,2018-12-03,Unenclosed,,"SWEETGREEN NEW YORK, LLC",SWEETGREEN 91ST & BROADWAY,Review Period Expired,2018-05-18,Review Period Expired,2018-06-14,http://www.nyc.gov/mcb7,NEW YORK,,,Approved,2020-09-15,Recommendation Issued,2018-05-24,SWC Public Hearing,2018-05-16,Ready For Review,2018-03-27,Issued,2018-12-03,Inactive,2071756-DCA,Approved,2018-11-30,2018-03-28,NY,BROADWAY,2018-03-27,Unenclosed,10025,28,307,12,2460,0,6,107,50065575,40.791440182,-73.973759528,28,307,12
5908-2018-ASWC,Application Review Completed,2018-08-22,Unenclosed,,"NYCBCH III, INC",,Review Period Expired,2018-05-17,Review Period Expired,2018-07-12,http://www.nyc.gov/html/qnscb1/html/home/home.shtml,ASTORIA,Pending Review,2018-03-27,Approved,2020-12-15,Recommendation Issued,2018-06-21,SWC Public Hearing,2018-05-16,Ready For Review,2018-03-27,Issued,2018-08-22,Inactive,2074050-DCA,Pending Review,2018-07-12,2018-03-27,NY,30TH AVE,2018-03-27,Unenclosed,11103,11,82,6,3310,0,22,401,465456,40.765760066,-73.919597782,11,82,6
20229-2019-RSWC,Application Review Completed,2019-11-19,Unenclosed,,"SABOR LATINO I, CORP.",,Review Period Expired,2019-07-23,Approved,2019-08-26,http://www.nyc.gov/html/qnscb4/html/home/home.shtml,ELMHURST,,,Approved,2021-04-15,Waived,2019-07-23,,,Ready For Review,2019-05-23,Issued,2019-11-19,Active,1311161-DCA,Approved,2019-11-19,2019-05-29,NY,40TH RD,2019-05-20,Unenclosed,11373,36,315,18,9535,1,21,404,41330275,40.748691673,-73.869841804,36,315,18
34386-2019-RSWC,Pending Review,2020-06-04,Unenclosed,2020-07-01,BL 417 AMSTERDAM NY LLC,BLUESTONE LANE,Review Period Expired,2020-01-24,Review Period Expired,2020-03-26,http://www.nyc.gov/mcb7,NEW YORK,Pending Review,2019-12-05,Issued Temp Op Letter,2020-07-01,Waived,2020-01-24,,,Ready For Review,2019-12-04,Pending Review,,Inactive,2076570-DCA,Pending Review,,2019-12-05,NY,AMSTERDAM AVE,2019-12-04,Unenclosed,10024,19,280,10,417,0,6,107,50080230,40.783516986,-73.977788889,19,280,10
6627-2019-RSWC,Application Review Completed,2019-02-12,Unenclosed,,A & B FULTON CORP.,,Review Period Expired,2019-02-12,Approved,2019-02-12,http://www.nyc.gov/html/bkncb2/html/home/home.shtml,BROOKLYN,Proceed,2019-02-12,Approved,2020-12-15,Waived,2019-02-12,,,Ready For Review,2019-02-12,Issued,2019-02-12,Inactive,2010338-DCA,Approved,2019-02-12,,NY,OLD FULTON ST,2019-02-06,Unenclosed,11201,18,157,9,7,0,33,302,41454767,40.702985255,-73.993944496,18,157,9
29505-2019-RSWC,Pending Review,2020-02-25,Unenclosed,2020-05-25,"ASTORIA BRICK, LLC",,Recommend Approval,2020-01-10,Pending Review,,http://www.nyc.gov/html/qnscb1/html/home/home.shtml,ASTORIA,Pending Review,2019-10-30,Issued Temp Op Letter,2020-05-25,Pending Review,,SWC Public Hearing,2020-01-15,Ready For Review,2019-10-30,Pending Review,,Inactive,2010802-DCA,Pending Review,,2019-11-26,NY,33RD ST,2019-10-22,Unenclosed,11102,60,892,26,3095,0,22,401,50012273,40.763719313,-73.921535154,60,892,26
12706-2018-RSWC,Application Review Completed,2019-04-05,Unenclosed,,ANFIELD ROAD INC.,BANTER,Review Period Expired,2018-11-01,Review Period Expired,2018-11-22,http://www.nyc.gov/brooklyncb1,BROOKLYN,,,Approved,2020-09-15,Waived,2018-11-01,,,Ready For Review,2018-09-11,Issued,2019-04-05,Inactive,1417866-DCA,Approved,2019-04-05,2018-09-12,NY,HAVEMEYER ST,2018-09-11,Unenclosed,11211,7,62,3,132,0,34,301,41558805,40.712180695,-73.957320660,7,62,3
17840-2019-RSWC,Application Review Completed,2019-04-16,Unenclosed,,MAYFAIR WEST AT CHELSEA MARKET LLC,,Recommend Approval,2019-04-16,,,http://www.cb9m.org,NEW YORK,Proceed,2019-04-16,Approved,2021-04-15,Recommendation Issued,2019-04-16,,,Ready For Review,2019-04-15,Issued,2019-04-16,Active,2028015-DCA,Approved,2019-04-16,,NY,AMSTERDAM AVE,2019-04-15,Unenclosed,10027,18,247,6,1187,1,7,109,50036696,40.808151549,-73.959802189,18,247,6
32059-2018-RSWC,Application Review Completed,2019-12-26,Unenclosed,,1431 FIRST AVENUE CORP.,NUMERO 28,Review Period Expired,2019-01-31,Review Period Expired,2019-02-21,http://www.cb8m.com/,NEW YORK,,,Approved,2020-12-15,Waived,2019-01-31,,,Ready For Review,2018-12-14,Issued,2019-12-26,Inactive,1420358-DCA,Approved,2019-12-26,2018-12-18,NY,1ST AVE,2018-12-14,Unenclosed,10021,16,180,6,1431,0,5,108,41642694,40.769396890,-73.954969848,16,180,6
28614-2018-RSWC,Application Review Completed,2019-04-11,Unenclosed,,"HURRICANE STRAUSS, INC.",,Review Period Expired,2019-01-10,Review Period Expired,2019-01-31,http://www.nyc.gov/mcb4,NEW YORK,,,Approved,2021-12-15,Waived,2019-01-10,,,Ready For Review,2018-11-20,Issued,2019-04-11,Active,1346238-DCA,Approved,2019-04-11,2018-11-20,NY,W 18TH ST,2018-11-20,Unenclosed,10011,12,92,6,246,1,3,104,41458571,40.741752379,-73.999649955,12,92,6
3481-2020-RSWC,Pending Review,2020-02-19,Unenclosed,2020-03-19,LEVANTINO LLC,VINO LEVANTINO,Pending Review,,Pending Review,,http://www.nyc.gov/mcb7,NEW YORK,Pending Review,,Issued Temp Op Letter,2020-03-19,Pending Review,,,,Ready For Review,2020-02-19,Pending Review,,Inactive,2024390-DCA,Pending Review,,,NY,W 94TH ST,2020-02-19,Unenclosed,10025,14,133,6,210,0,6,107,50002703,40.793007036,-73.972112071,14,133,6
2400-2020-RSWC,Pending Review,2020-03-05,Unenclosed,2020-04-05,ALIAGED DINING INC,AGED,Pending Review,2020-02-05,Pending Review,,http://queenscb6.org/,FOREST HILLS,Pending Review,2020-02-05,Issued Temp Op Letter,2020-04-05,Pending Review,,SWC Public Hearing,2020-03-25,Ready For Review,2020-02-04,Pending Review,,Inactive,2015728-DCA,Pending Review,,2020-02-05,NY,70TH RD,2020-01-31,Unenclosed,11375,28,278,13,10702,0,29,406,50016968,40.720656978,-73.845610362,28,278,13
26976-2019-RSWC,Application Review Completed,2020-01-17,Unenclosed,,INTERNATIONAL HOSPITALITY CONCEPTS LLC,LA LOTERIA,Review Period Expired,2019-11-07,Review Period Expired,2019-11-28,http://www.nyc.gov/manhattancb2,NEW YORK,,,Approved,2021-09-15,Waived,2019-11-07,,,Ready For Review,2019-09-18,Issued,2020-01-17,Active,2022429-DCA,Approved,2020-01-17,2019-09-18,NY,7TH AVE S,2019-09-18,Unenclosed,10014,54,441,27,29,1,3,102,50032988,40.730932485,-74.004232332,54,441,27
4997-2018-ASWC,Application Review Completed,2018-08-30,Unenclosed,,KUBBEH LLC,KUBEH,Review Period Expired,2018-06-06,Review Period Expired,2018-07-19,http://www.nyc.gov/manhattancb2,NEW YORK,,,Approved,2020-12-15,Recommendation Issued,2018-06-28,SWC Public Hearing,2018-06-06,Ready For Review,2018-04-16,Issued,2018-08-30,Inactive,2074660-DCA,Approved,2018-08-30,2018-04-16,NY,AVE OF THE AMERICAS,2018-03-14,Unenclosed,10011,16,151,8,464,0,3,102,50063201,40.735395517,-73.998047873,16,151,8
4253-2019-ASWC,Application Review Completed,2019-08-05,Unenclosed,,VIRGILIA CAFE INC,,Recommend Approval,2019-06-06,Review Period Expired,2019-07-18,http://www.cb8m.com/,NEW YORK,,,Approved,2021-12-15,Recommendation Issued,2019-06-06,SWC Public Hearing,2019-06-05,Ready For Review,2019-04-15,Issued,2019-08-05,Active,2087610-DCA,Approved,2019-08-05,2019-04-15,NY,E 81ST ST,2019-04-15,Unenclosed,10028,16,197,4,168,1,5,108,41151982,40.775630982,-73.957038088,16,197,4
1466251-ASWC,Pending Review,2019-05-23,Enclosed,2019-11-30,THE YORK RESTAURANT BAR INC.,ANASSA,,,,,http://www.cb8m.com/,NEW YORK,,2013-11-13,Issued Temp Op Letter,2019-11-30,,,,,,,,,Inactive,1466251-DCA,,,,NY,E 60TH ST,2015-05-12,Enclosed,10022,34,309,17,200,0,4,108,50000549,40.761970620,-73.965872879,34,309,17
30375-2018-RSWC,Application Review Completed,2019-04-24,Unenclosed,,FIFTYONE MERCHANTS LLC.,VIA CAROTA,Recommend Approval,2019-04-24,,,http://www.nyc.gov/manhattancb2,NEW YORK,Proceed,2019-04-24,Approved,2020-12-15,Recommendation Issued,2019-04-24,,,Ready For Review,2018-12-03,Issued,2019-04-24,Inactive,2008442-DCA,Approved,2019-04-24,,NY,GROVE ST,2018-12-03,Unenclosed,10014,16,221,8,51,0,3,102,50008323,40.733150263,-74.003767009,16,221,8
1726-2020-RSWC,Pending Review,2020-03-10,Unenclosed,2020-02-23,"KITCHEN TABLE, INC.",FRANK RESTAURANT,Pending Review,2020-01-27,Pending Review,,http://www.nyc.gov/manhattancb3,NEW YORK,Pending Review,2020-01-27,Issued Temp Op Letter,2020-02-23,Pending Review,,SWC Public Hearing,2020-03-18,Ready For Review,2020-01-24,Pending Review,,Inactive,1025932-DCA,Pending Review,,2020-01-27,NY,2ND AVE,2020-01-24,Unenclosed,10003,18,187,8,88,0,2,103,,40.726806647,-73.988772207,18,187,8
12143-2018-RSWC,Application Review Completed,2019-08-28,Unenclosed,,"SILVER MOON BAKERY, INC.",,Review Period Expired,2018-10-24,Review Period Expired,2018-11-14,http://www.nyc.gov/mcb7,NEW YORK,,,Approved,2020-09-15,Waived,2018-10-24,,,Ready For Review,2018-08-31,Issued,2019-08-28,Inactive,1222176-DCA,Approved,2019-08-28,2018-09-05,NY,BROADWAY,2018-08-31,Unenclosed,10025,30,261,15,2740,0,7,107,40813690,40.800649974,-73.967774583,30,261,15
11638-2018-RSWC,Application Review Completed,2019-02-04,Unenclosed,,P.E.C. GROUP LTD.,PEPOLINO,Review Period Expired,2018-10-18,Review Period Expired,2018-11-08,http://www.nyc.gov/html/mancb1/html/home/home.shtml,NEW YORK,,,Approved,2020-09-15,Waived,2018-10-18,,,Ready For Review,2018-08-23,Issued,2019-02-04,Inactive,1023699-DCA,Approved,2019-02-04,2018-08-24,NY,W BROADWAY,2018-08-23,Unenclosed,10013,10,99,5,281,0,1,101,40709941,40.720697259,-74.004917121,10,99,5
16133-2019-RSWC,Application Review Completed,2019-04-01,Unenclosed,,CLOVE INDIAN RESTAURANT INC.,,Recommend Approval,2019-04-01,Approved,2019-04-01,http://www.cb9m.org,NEW YORK,Proceed,2019-04-01,Approved,2021-04-15,Waived,2019-04-01,,,Ready For Review,2019-03-29,Issued,2019-04-01,Active,2018721-DCA,Approved,2019-04-01,,NY,AMSTERDAM AVE,2019-03-29,Unenclosed,10031,24,187,12,1592,1,7,109,50018578,40.821388544,-73.950689355,24,187,12
